,PERIOD,PARTNER,REPORTER,PRODUCT,FLOW,INDICATORS,Value,Per
2074,Jan.-Dec. 2005,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"6,613,573,454",0.25801606
1929,Jan.-Dec. 2005,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,520,308,166",0.121124468
725,Jan.-Dec. 2019,EU28_EXTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
726,Jan.-Dec. 1991,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
727,Jan.-Dec. 1992,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
728,Jan.-Dec. 1993,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
729,Jan.-Dec. 1994,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
730,Jan.-Dec. 1995,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
731,Jan.-Dec. 1996,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
732,Jan.-Dec. 1997,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
733,Jan.-Dec. 1998,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
734,Jan.-Dec. 1999,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1958,Jan.-Dec. 2005,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"11,950,885,261",#VALUE!
1987,Jan.-Dec. 2005,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,988,734,357",#VALUE!
2103,Jan.-Dec. 2005,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"42,597,428,641",2.851306106
2132,Jan.-Dec. 2005,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"112,248,998,192",2.46234802
2161,Jan.-Dec. 2005,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"17,606,605,385",0.113703659
2190,Jan.-Dec. 2005,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"42,999,447,521",0.331132784
2219,Jan.-Dec. 2005,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"62,266,962,213",1.027405007
2248,Jan.-Dec. 2005,GERMANY (incl DD from 1991),SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"10,864,497,834",0.103209541
2277,Jan.-Dec. 2005,EU28_EXTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"136,254,764,751",1.863148427
2306,Jan.-Dec. 2005,EU28_INTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"177,916,111,914",1.209332543
2335,Jan.-Dec. 2005,GERMANY (incl DD from 1991),UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"31,594,829,006",0.100565747
16,Jan.-Dec. 2006,EU28_EXTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"29,155,336,422",0.139159016
45,Jan.-Dec. 2006,EU28_INTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"79,757,795,446",1.312881947
74,Jan.-Dec. 2006,GERMANY (incl DD from 1991),AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"32,749,844,898",0.300696935
103,Jan.-Dec. 2006,EU28_EXTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"68,700,093,788",0.61062603
132,Jan.-Dec. 2006,EU28_INTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"223,387,035,555",2.201943525
161,Jan.-Dec. 2006,GERMANY (incl DD from 1991),BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"57,333,663,583",0.196289592
190,Jan.-Dec. 2006,EU28_EXTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,416,238,151",0.015731787
219,Jan.-Dec. 2006,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"7,331,906,598",0.118735518
754,Jan.-Dec. 2019,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
755,Jan.-Dec. 1991,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
756,Jan.-Dec. 1992,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
757,Jan.-Dec. 1993,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
758,Jan.-Dec. 1994,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
759,Jan.-Dec. 1995,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"3,937,706,533",
760,Jan.-Dec. 1996,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"3,914,211,314",
761,Jan.-Dec. 1997,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"4,032,784,280",
762,Jan.-Dec. 1998,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"4,623,248,450",
763,Jan.-Dec. 1999,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"5,180,315,918",
248,Jan.-Dec. 2006,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,160,514,964",0.118376839
277,Jan.-Dec. 2006,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,944,445,288",0.46436269
306,Jan.-Dec. 2006,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,307,142,371",1.292860843
335,Jan.-Dec. 2006,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"853,280,438",0.103408032
364,Jan.-Dec. 2006,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"314,713,124",0.051086286
393,Jan.-Dec. 2006,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"747,040,791",0.639593244
422,Jan.-Dec. 2006,GERMANY (incl DD from 1991),CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"51,514,809",0.048518596
451,Jan.-Dec. 2006,EU28_EXTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"10,433,671,767",13.06567979
480,Jan.-Dec. 2006,EU28_INTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"65,170,678,280",6.215500107
509,Jan.-Dec. 2006,GERMANY (incl DD from 1991),CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"24,133,698,909",0.319210454
538,Jan.-Dec. 2006,EU28_EXTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"21,209,897,441",0.237501208
567,Jan.-Dec. 2006,EU28_INTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"52,506,208,256",1.157963031
596,Jan.-Dec. 2006,GERMANY (incl DD from 1991),DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"12,773,351,157",0.173277617
625,Jan.-Dec. 2006,EU28_EXTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,653,199,551",0.04064365
654,Jan.-Dec. 2006,EU28_INTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,065,768,269",0.328379841
683,Jan.-Dec. 2006,GERMANY (incl DD from 1991),ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"385,581,906",0.049952522
712,Jan.-Dec. 2006,EU28_EXTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"26,226,299,505",4.810973183
741,Jan.-Dec. 2006,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"35,262,932,520",1.325082281
770,Jan.-Dec. 2006,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"6,945,944,937",0.112961972
783,Jan.-Dec. 2019,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
784,Jan.-Dec. 1991,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
785,Jan.-Dec. 1992,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
786,Jan.-Dec. 1993,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
787,Jan.-Dec. 1994,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
788,Jan.-Dec. 1995,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
789,Jan.-Dec. 1996,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
790,Jan.-Dec. 1997,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
791,Jan.-Dec. 1998,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
792,Jan.-Dec. 1999,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
799,Jan.-Dec. 2006,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"135,769,429,236",#VALUE!
828,Jan.-Dec. 2006,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"259,155,578,487",#VALUE!
857,Jan.-Dec. 2006,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"61,391,414,896",0.155450816
886,Jan.-Dec. 2006,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"5,718,856,944",0.017840931
915,Jan.-Dec. 2006,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"11,412,117,888",0.170050241
944,Jan.-Dec. 2006,GERMANY (incl DD from 1991),GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"2,038,735,841",0.119008746
973,Jan.-Dec. 2006,EU28_EXTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"11,566,868,268",0.859935622
1002,Jan.-Dec. 2006,EU28_INTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"48,368,923,824",3.555073589
1031,Jan.-Dec. 2006,GERMANY (incl DD from 1991),HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"17,517,050,339",0.2922636
1060,Jan.-Dec. 2006,EU28_EXTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"31,732,268,831",0.481624037
1089,Jan.-Dec. 2006,EU28_INTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"54,860,327,044",1.113930669
1118,Jan.-Dec. 2006,GERMANY (incl DD from 1991),IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"6,741,123,582",0.07784873
1147,Jan.-Dec. 2006,EU28_EXTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"126,228,381,517",2.049113783
1176,Jan.-Dec. 2006,EU28_INTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"205,784,503,447",1.547606749
1205,Jan.-Dec. 2006,GERMANY (incl DD from 1991),ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"43,936,124,280",0.132332588
1234,Jan.-Dec. 2006,EU28_EXTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,347,176,188",0.005394733
1263,Jan.-Dec. 2006,EU28_INTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,554,710,529",0.078499369
1292,Jan.-Dec. 2006,GERMANY (incl DD from 1991),LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"477,231,246",0.097356645
1321,Jan.-Dec. 2006,EU28_EXTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,088,304,820",1.013979132
812,Jan.-Dec. 2019,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
813,Jan.-Dec. 1991,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
814,Jan.-Dec. 1992,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
815,Jan.-Dec. 1993,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
816,Jan.-Dec. 1994,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
817,Jan.-Dec. 1995,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
818,Jan.-Dec. 1996,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
819,Jan.-Dec. 1997,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
820,Jan.-Dec. 1998,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
821,Jan.-Dec. 1999,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1350,Jan.-Dec. 2006,EU28_INTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"7,174,535,072",#VALUE!
1379,Jan.-Dec. 2006,GERMANY (incl DD from 1991),LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"968,752,477",#VALUE!
1408,Jan.-Dec. 2006,EU28_EXTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"1,957,342,826",0.24036273
1437,Jan.-Dec. 2006,EU28_INTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"16,379,639,740",5.597780675
1466,Jan.-Dec. 2006,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"3,489,761,570",0.19031275
1495,Jan.-Dec. 2006,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,070,395,423",0.053871549
1524,Jan.-Dec. 2006,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,156,058,037",0.253512771
1553,Jan.-Dec. 2006,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"282,865,942",0.127047768
1582,Jan.-Dec. 2006,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"76,631,676,877",53.2562373
1611,Jan.-Dec. 2006,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"292,617,647,499",3.804451496
1640,Jan.-Dec. 2006,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"91,489,416,902",0.247771386
1669,Jan.-Dec. 2006,EU28_EXTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"18,283,781,519",0.047600743
1698,Jan.-Dec. 2006,EU28_INTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"69,945,151,117",0.637178766
1727,Jan.-Dec. 2006,GERMANY (incl DD from 1991),POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"23,957,340,997",0.271536108
1756,Jan.-Dec. 2006,EU28_EXTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"7,777,160,188",0.082821659
1785,Jan.-Dec. 2006,EU28_INTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"27,863,313,284",0.878013274
1814,Jan.-Dec. 2006,GERMANY (incl DD from 1991),PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"4,646,752,583",0.130378531
1843,Jan.-Dec. 2006,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"7,564,991,366",0.232696894
1872,Jan.-Dec. 2006,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"18,285,502,661",1.497370297
841,Jan.-Dec. 2019,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
842,Jan.-Dec. 1991,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"38,138,244,122",
843,Jan.-Dec. 1992,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"36,795,393,268",
844,Jan.-Dec. 1993,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"35,183,749,732",
845,Jan.-Dec. 1994,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"37,259,436,565",
846,Jan.-Dec. 1995,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"41,041,409,055",
847,Jan.-Dec. 1996,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"41,177,504,299",
848,Jan.-Dec. 1997,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"42,333,374,218",
849,Jan.-Dec. 1998,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"46,954,788,138",
850,Jan.-Dec. 1999,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"48,522,571,805",
1901,Jan.-Dec. 2006,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,050,005,107",0.042418487
2017,Jan.-Dec. 2006,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,233,363,959",0.080524186
2046,Jan.-Dec. 2006,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"29,106,483,805",3.513846066
2075,Jan.-Dec. 2006,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"7,659,349,422",0.229735585
1930,Jan.-Dec. 2006,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,231,775,880",0.115100775
1959,Jan.-Dec. 2006,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"14,269,233,412",1.199990165
1988,Jan.-Dec. 2006,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,538,396,373",0.191254235
2104,Jan.-Dec. 2006,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"48,830,844,026",2.742130458
2133,Jan.-Dec. 2006,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"121,380,091,677",2.317774532
2162,Jan.-Dec. 2006,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"18,590,799,218",0.10922212
2191,Jan.-Dec. 2006,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"46,758,998,634",0.334062306
2220,Jan.-Dec. 2006,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"70,947,931,607",1.085664133
2249,Jan.-Dec. 2006,GERMANY (incl DD from 1991),SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"11,679,477,292",0.099225061
2278,Jan.-Dec. 2006,EU28_EXTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"133,971,089,011",1.621387997
2307,Jan.-Dec. 2006,EU28_INTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"225,145,687,637",1.545793424
2336,Jan.-Dec. 2006,GERMANY (incl DD from 1991),UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"37,610,421,165",0.104730337
17,Jan.-Dec. 2007,EU28_EXTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"31,223,996,052",0.118832617
46,Jan.-Dec. 2007,EU28_INTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"88,163,396,438",1.280803993
75,Jan.-Dec. 2007,GERMANY (incl DD from 1991),AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"35,609,898,730",0.298271853
870,Jan.-Dec. 2019,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
871,Jan.-Dec. 1991,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
872,Jan.-Dec. 1992,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
873,Jan.-Dec. 1993,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
874,Jan.-Dec. 1994,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
875,Jan.-Dec. 1995,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
876,Jan.-Dec. 1996,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
877,Jan.-Dec. 1997,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
878,Jan.-Dec. 1998,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
879,Jan.-Dec. 1999,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
104,Jan.-Dec. 2007,EU28_EXTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"74,962,550,153",#VALUE!
133,Jan.-Dec. 2007,EU28_INTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"239,486,132,830",#VALUE!
162,Jan.-Dec. 2007,GERMANY (incl DD from 1991),BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"61,251,674,462",0.194790685
191,Jan.-Dec. 2007,EU28_EXTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,166,465,466",0.017179302
220,Jan.-Dec. 2007,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,345,598,859",0.125652403
249,Jan.-Dec. 2007,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,389,152,746",0.102808328
278,Jan.-Dec. 2007,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,574,631,091",0.367203113
307,Jan.-Dec. 2007,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,429,512,435",1.093825318
336,Jan.-Dec. 2007,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"902,155,516",0.100193374
365,Jan.-Dec. 2007,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"286,200,126",0.04520138
394,Jan.-Dec. 2007,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"730,949,074",0.615092863
423,Jan.-Dec. 2007,GERMANY (incl DD from 1991),CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"66,880,176",0.065752572
452,Jan.-Dec. 2007,EU28_EXTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"12,712,716,599",15.93413202
481,Jan.-Dec. 2007,EU28_INTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"76,669,460,178",5.999364575
510,Jan.-Dec. 2007,GERMANY (incl DD from 1991),CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"27,473,048,296",0.307366069
539,Jan.-Dec. 2007,EU28_EXTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"22,400,967,920",0.215099178
568,Jan.-Dec. 2007,EU28_INTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"52,879,081,553",1.060253125
597,Jan.-Dec. 2007,GERMANY (incl DD from 1991),DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"12,892,313,283",0.171258034
626,Jan.-Dec. 2007,EU28_EXTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,388,186,855",0.036310418
899,Jan.-Dec. 2019,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
900,Jan.-Dec. 1991,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
901,Jan.-Dec. 1992,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
902,Jan.-Dec. 1993,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
903,Jan.-Dec. 1994,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
904,Jan.-Dec. 1995,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
905,Jan.-Dec. 1996,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
906,Jan.-Dec. 1997,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
907,Jan.-Dec. 1998,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
908,Jan.-Dec. 1999,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
655,Jan.-Dec. 2007,EU28_INTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,645,330,678",#VALUE!
684,Jan.-Dec. 2007,GERMANY (incl DD from 1991),ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"418,379,794",#VALUE!
713,Jan.-Dec. 2007,EU28_EXTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"28,307,224,555",4.668300818
742,Jan.-Dec. 2007,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"37,380,391,330",1.301291728
771,Jan.-Dec. 2007,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"7,161,695,272",0.109026567
800,Jan.-Dec. 2007,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"140,287,993,395",3.149560429
829,Jan.-Dec. 2007,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"268,038,907,823",1.817832986
858,Jan.-Dec. 2007,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"62,446,819,668",0.152933396
887,Jan.-Dec. 2007,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"6,972,579,128",0.021097974
916,Jan.-Dec. 2007,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"12,344,678,681",0.177827508
945,Jan.-Dec. 2007,GERMANY (incl DD from 1991),GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"2,171,913,880",0.112433861
974,Jan.-Dec. 2007,EU28_EXTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"13,611,728,642",0.93766692
